candidate,representation_key,pca_components,c_value,penalty,class_weight,input_dimension,output_dimension,threshold,elapsed_seconds,max_iterations,selected,oof_tuned__n_samples,oof_tuned__n_no_cough,oof_tuned__n_cough,oof_tuned__accuracy,oof_tuned__balanced_accuracy,oof_tuned__precision_cough,oof_tuned__recall_cough,oof_tuned__specificity_no_cough,oof_tuned__f1_cough,oof_tuned__macro_f1,oof_tuned__roc_auc,oof_tuned__tn_no_cough_correct,oof_tuned__fp_no_cough_as_cough,oof_tuned__fn_cough_as_no_cough,oof_tuned__tp_cough_correct,oof_0p5__n_samples,oof_0p5__n_no_cough,oof_0p5__n_cough,oof_0p5__accuracy,oof_0p5__balanced_accuracy,oof_0p5__precision_cough,oof_0p5__recall_cough,oof_0p5__specificity_no_cough,oof_0p5__f1_cough,oof_0p5__macro_f1,oof_0p5__roc_auc,oof_0p5__tn_no_cough_correct,oof_0p5__fp_no_cough_as_cough,oof_0p5__fn_cough_as_no_cough,oof_0p5__tp_cough_correct,oof_tuned__original_cough_count,oof_tuned__original_cough_recall,oof_tuned__new_fsd50k_cough_count,oof_tuned__new_fsd50k_cough_recall
s0_s1__log__peak_rms_crest__pca256__C0p3__l2__weight_none,s0_s1__log__peak_rms_crest,256.0,0.3,l2,,294,256,0.56,3.3973497999832034,12,False,7341,5237,2104,0.9305271761340417,0.9096527541309969,0.8929980276134122,0.8607414448669202,0.9585640633950735,0.8765730880929332,0.9141159279327224,0.9657011459119123,5020,217,293,1811,7341,5237,2104,0.9290287426781092,0.9127254087797342,0.8774439675727229,0.8745247148288974,0.950926102730571,0.8759819090692692,0.9131364559180903,0.9657011459119123,4980,257,264,1840,1983,0.9046898638426626,121,0.14049586776859505
s0_s1__log__peak_rms_crest__pca256__C0p3__l2__weight_balanced,s0_s1__log__peak_rms_crest,256.0,0.3,l2,balanced,294,256,0.7,3.323717300023418,11,False,7341,5237,2104,0.9273940879989102,0.9111532104483236,0.8735140275796481,0.8730988593155894,0.9492075615810579,0.8733063941050629,0.9112116696062307,0.9646906771139255,4971,266,267,1837,7341,5237,2104,0.9136357444489851,0.9138789078297083,0.8090832632464255,0.9144486692015209,0.9133091464578957,0.858545292280232,0.898194214767567,0.9646906771139255,4783,454,180,1924,1983,0.9172970247100353,121,0.1487603305785124
s0_s1__log__peak_rms_crest__pca256__C1__l1__weight_none,s0_s1__log__peak_rms_crest,256.0,1.0,l1,,294,256,0.53,1.7110392000176944,17,False,7341,5237,2104,0.9273940879989102,0.9071725042854623,0.8837322911577918,0.8597908745247148,0.9545541340462097,0.8715972054926524,0.9104923640225583,0.9646722538010108,4999,238,295,1809,7341,5237,2104,0.9267129818825773,0.9091119890570967,0.87535953978907,0.8678707224334601,0.9503532556807333,0.871599045346062,0.9101609408964393,0.9646722538010108,4977,260,278,1826,1983,0.9036812909732728,121,0.14049586776859505
s0_s1__log__peak_rms_crest__pca256__C1__l1__weight_balanced,s0_s1__log__peak_rms_crest,256.0,1.0,l1,balanced,294,256,0.74,1.5989963000174612,15,False,7341,5237,2104,0.9237161149707125,0.9026043394797619,0.8773216031280547,0.8531368821292775,0.9520717968302463,0.8650602409638555,0.905944476729554,0.9633546692842897,4986,251,309,1795,7341,5237,2104,0.9106388775371203,0.9102146197972746,0.804457527333894,0.9092205323193916,0.9112087072751576,0.8536367692994199,0.8946615219046119,0.9633546692842897,4772,465,191,1913,1983,0.897125567322239,121,0.1322314049586777
s0_s1__log__peak_rms_crest__pca256__C1__l2__weight_none,s0_s1__log__peak_rms_crest,256.0,1.0,l2,,294,256,0.55,4.123897399986163,15,False,7341,5237,2104,0.9280751941152432,0.9077920449042387,0.8855185909980431,0.8602661596958175,0.95531793011266,0.8727097396335584,0.9112931648613967,0.9645460132676894,5003,234,294,1810,7341,5237,2104,0.926168096989511,0.9091565952556067,0.8726145038167938,0.8692965779467681,0.9490166125644452,0.8709523809523809,0.9096223457900618,0.9645460132676894,4970,267,275,1829,1983,0.9036812909732728,121,0.1487603305785124
s0_s1__log__peak_rms_crest__pca256__C1__l2__weight_balanced,s0_s1__log__peak_rms_crest,256.0,1.0,l2,balanced,294,256,0.75,4.743388200004119,12,False,7341,5237,2104,0.9253507696499115,0.9041765378111725,0.8813725490196078,0.8545627376425855,0.9537903379797594,0.8677606177606177,0.9078791701443059,0.9633228141964423,4995,242,306,1798,7341,5237,2104,0.910093992644054,0.9102592259957846,0.8023450586264657,0.9106463878326996,0.9098720641588696,0.8530721282279609,0.8941513732405751,0.9633228141964423,4765,472,188,1916,1983,0.8986384266263238,121,0.1322314049586777
s0_s1__log__peak_rms__pcanone__C0p0001__l1__weight_none,s0_s1__log__peak_rms,,0.0001,l1,,291,291,0.51,1.0208355000359006,0,False,7341,5237,2104,0.7133905462471053,0.5,0.0,0.0,1.0,0.0,0.41636190173318494,0.5,5237,0,2104,0,7341,5237,2104,0.2866094537528947,0.5,0.2866094537528947,1.0,0.0,0.4455267337215458,0.2227633668607729,0.5,0,5237,0,2104,1983,0.0,121,0.0
s0_s1__log__peak_rms__pcanone__C0p0001__l1__weight_balanced,s0_s1__log__peak_rms,,0.0001,l1,balanced,291,291,0.51,0.9953529000049457,0,False,7341,5237,2104,0.7133905462471053,0.5,0.0,0.0,1.0,0.0,0.41636190173318494,0.5,5237,0,2104,0,7341,5237,2104,0.2866094537528947,0.5,0.2866094537528947,1.0,0.0,0.4455267337215458,0.2227633668607729,0.5,0,5237,0,2104,1983,0.0,121,0.0
s0_s1__log__peak_rms__pcanone__C0p0001__l2__weight_none,s0_s1__log__peak_rms,,0.0001,l2,,291,291,0.59,1.5490178000181913,5,False,7341,5237,2104,0.8735867048086092,0.864484190800904,0.7478920741989882,0.8431558935361216,0.8858124880656865,0.7926720285969616,0.8508725614276205,0.9175192818574475,4639,598,330,1774,7341,5237,2104,0.8269990464514372,0.8594125159456949,0.6344294003868471,0.935361216730038,0.7834638151613519,0.7560507107184018,0.8110139581451865,0.9175192818574475,4103,1134,136,1968,1983,0.8825012607160867,121,0.19834710743801653
s0_s1__log__peak_rms__pcanone__C0p0001__l2__weight_balanced,s0_s1__log__peak_rms,,0.0001,l2,balanced,291,291,0.63,1.4537271999870427,5,False,7341,5237,2104,0.8636425555101485,0.8607844174711816,0.7213970293054998,0.8540874524714829,0.8674813824708802,0.7821545157780195,0.8414589372783228,0.914927856847773,4543,694,307,1797,7341,5237,2104,0.7959406075466557,0.8424780426781943,0.5891701000588582,0.9515209125475285,0.7334351728088601,0.727735368956743,0.7822772705350163,0.914927856847773,3841,1396,102,2002,1983,0.8930912758446797,121,0.21487603305785125
s0_s1__log__peak_rms__pcanone__C0p0003__l1__weight_none,s0_s1__log__peak_rms,,0.0003,l1,,291,291,0.51,1.0987708999891765,0,False,7341,5237,2104,0.7133905462471053,0.5,0.0,0.0,1.0,0.0,0.41636190173318494,0.5,5237,0,2104,0,7341,5237,2104,0.2866094537528947,0.5,0.2866094537528947,1.0,0.0,0.4455267337215458,0.2227633668607729,0.5,0,5237,0,2104,1983,0.0,121,0.0
s0_s1__log__peak_rms__pcanone__C0p0003__l1__weight_balanced,s0_s1__log__peak_rms,,0.0003,l1,balanced,291,291,0.51,1.0565809999825433,0,False,7341,5237,2104,0.7133905462471053,0.5,0.0,0.0,1.0,0.0,0.41636190173318494,0.5,5237,0,2104,0,7341,5237,2104,0.2866094537528947,0.5,0.2866094537528947,1.0,0.0,0.4455267337215458,0.2227633668607729,0.5,0,5237,0,2104,1983,0.0,121,0.0
s0_s1__log__peak_rms__pcanone__C0p0003__l2__weight_none,s0_s1__log__peak_rms,,0.0003,l2,,291,291,0.58,1.5352529000374489,6,False,7341,5237,2104,0.8858466149026019,0.8820334854149076,0.7628737541528239,0.8730988593155894,0.8909681115142257,0.81427304964539,0.8659369181363628,0.9295939937458753,4666,571,267,1837,7341,5237,2104,0.8587385914725514,0.8815159083038138,0.6860830136030694,0.9348859315589354,0.828145885048692,0.7913900623616978,0.842301971763693,0.9295939937458753,4337,900,137,1967,1983,0.9147755925365607,121,0.19008264462809918
s0_s1__log__peak_rms__pcanone__C0p0003__l2__weight_balanced,s0_s1__log__peak_rms,,0.0003,l2,balanced,291,291,0.68,1.5670938999974169,6,False,7341,5237,2104,0.8817599782046043,0.8703548293765261,0.7670700086430423,0.8436311787072244,0.8970784800458278,0.8035310095065641,0.8594817946987224,0.9288856491286408,4698,539,329,1775,7341,5237,2104,0.8126958180084457,0.8539370710453769,0.6114338122898196,0.9505703422053232,0.7573037998854306,0.7441860465116279,0.7982238924940217,0.9288856491286408,3966,1271,104,2000,1983,0.8845184064548663,121,0.17355371900826447
s0_s1__log__peak_rms__pcanone__C0p001__l1__weight_none,s0_s1__log__peak_rms,,0.001,l1,,291,291,0.47,1.122077799984254,5,False,7341,5237,2104,0.842800708350361,0.8094974537710979,0.7232142857142857,0.7314638783269962,0.8875310292151996,0.7273156899810964,0.8084425339857635,0.8645317465445852,4648,589,565,1539,7341,5237,2104,0.8361258684102983,0.7616001073815952,0.787125557680051,0.5869771863117871,0.9362230284514035,0.6724748162265178,0.7816002930256034,0.8645317465445852,4903,334,869,1235,1983,0.7690368129097327,121,0.11570247933884298
s0_s1__log__peak_rms__pcanone__C0p001__l1__weight_balanced,s0_s1__log__peak_rms,,0.001,l1,balanced,291,291,0.52,1.1358846999937668,6,False,7341,5237,2104,0.843754256913227,0.8083175903250561,0.728400954653938,0.7252851711026616,0.8913500095474508,0.7268397237437485,0.8087122400079041,0.8709760943447871,4668,569,578,1526,7341,5237,2104,0.8361258684102983,0.819036010588595,0.6895246108540176,0.7789923954372624,0.8590796257399275,0.731533139924124,0.8068017625902357,0.8709760943447871,4499,738,465,1639,1983,0.762481089258699,121,0.11570247933884298
s0_s1__log__peak_rms__pcanone__C0p001__l2__weight_none,s0_s1__log__peak_rms,,0.001,l2,,291,291,0.57,1.6759587000124156,5,False,7341,5237,2104,0.898923852336194,0.8924785509075162,0.792274678111588,0.8773764258555133,0.9075806759595189,0.8326567433468651,0.8801261858810828,0.9431792357828294,4753,484,258,1846,7341,5237,2104,0.8891159242609998,0.897830840952538,0.7505827505827506,0.9182509505703422,0.8774107313347336,0.8259940145361265,0.8723132807586671,0.9431792357828294,4595,642,172,1932,1983,0.9203227433182047,121,0.17355371900826447
s0_s1__log__peak_rms__pcanone__C0p001__l2__weight_balanced,s0_s1__log__peak_rms,,0.001,l2,balanced,291,291,0.67,1.6510445000021718,6,False,7341,5237,2104,0.8959269854243291,0.8920841286517185,0.781986531986532,0.8830798479087453,0.9010884093946916,0.8294642857142858,0.8772885043548884,0.942721920148461,4719,518,246,1858,7341,5237,2104,0.8441629205830269,0.875565178232393,0.6582069874752802,0.9491444866920152,0.8019858697727706,0.7773452705332814,0.8287396931040254,0.942721920148461,4200,1037,107,1997,1983,0.9263741805345436,121,0.17355371900826447
s0_s1__log__peak_rms__pcanone__C0p003__l1__weight_none,s0_s1__log__peak_rms,,0.003,l1,,291,291,0.41,1.2754778999951668,13,False,7341,5237,2104,0.8806702084184715,0.8674585121514,0.7678883071553229,0.8365019011406845,0.8984151231621157,0.8007279344858963,0.8577818167471286,0.9265794678258167,4705,532,344,1760,7341,5237,2104,0.8734504835853426,0.8211696208101029,0.8328611898016998,0.6986692015209125,0.9436700400992935,0.759886275523391,0.8369855866657925,0.9265794678258167,4942,295,634,1470,1983,0.8769541099344428,121,0.17355371900826447
s0_s1__log__peak_rms__pcanone__C0p003__l1__weight_balanced,s0_s1__log__peak_rms,,0.003,l1,balanced,291,291,0.63,1.2883154999581166,14,False,7341,5237,2104,0.8854379512328021,0.8612748587667016,0.7974564295807819,0.8046577946768061,0.9178919228565973,0.8010409273716584,0.8603004732506307,0.928755324609698,4807,430,411,1693,7341,5237,2104,0.8347636561776325,0.8627220417604773,0.6477611940298508,0.9282319391634981,0.7972121443574566,0.7630396561828482,0.8180983076480486,0.928755324609698,4175,1062,151,1953,1983,0.8472012102874432,121,0.10743801652892562
s0_s1__log__peak_rms__pcanone__C0p003__l2__weight_none,s0_s1__log__peak_rms,,0.003,l2,,291,291,0.53,1.9084856999688782,6,False,7341,5237,2104,0.9113199836534532,0.9040100927082887,0.8187801667397981,0.8868821292775665,0.9211380561390109,0.8514715947980835,0.8941307872038772,0.9524980741738914,4824,413,238,1866,7341,5237,2104,0.9066884620623893,0.9048868336659814,0.7992408266554196,0.9006653992395437,0.9091082680924193,0.846927374301676,0.8899082839961403,0.9524980741738914,4761,476,209,1895,1983,0.9304084720121029,121,0.17355371900826447
s0_s1__log__peak_rms__pcanone__C0p003__l2__weight_balanced,s0_s1__log__peak_rms,,0.003,l2,balanced,291,291,0.69,1.7761978000053205,6,False,7341,5237,2104,0.9111837624301866,0.8993652397281409,0.8276173285198556,0.8716730038022814,0.9270574756540004,0.8490740740740741,0.8930759291428081,0.9515951503306033,4855,382,270,1834,7341,5237,2104,0.8720882713526767,0.89314709935375,0.7079614423420207,0.9424904942965779,0.8438037044109222,0.8085626911314985,0.8562604802696461,0.9515951503306033,4419,818,121,1983,1983,0.9147755925365607,121,0.1652892561983471
s0_s1__log__peak_rms__pcanone__C0p01__l1__weight_none,s0_s1__log__peak_rms,,0.01,l1,,291,291,0.47,1.4341780000249855,15,False,7341,5237,2104,0.8996049584525269,0.8781704434155624,0.8228625413320737,0.8279467680608364,0.9283941187702883,0.8253968253968254,0.8774723348855841,0.943298306652504,4862,375,362,1742,7341,5237,2104,0.8975616401035281,0.8686347453880003,0.8349851337958375,0.8008555133079848,0.936413977468016,0.8175642891800097,0.8731760839839442,0.943298306652504,4904,333,419,1685,1983,0.8709026727181038,121,0.12396694214876033
s0_s1__log__peak_rms__pcanone__C0p01__l1__weight_balanced,s0_s1__log__peak_rms,,0.01,l1,balanced,291,291,0.67,1.4772814000025392,13,False,7341,5237,2104,0.8996049584525269,0.8766065945658669,0.8262529832935561,0.8227186311787072,0.9304945579530265,0.8244820195284591,0.8770888586624457,0.942746605572662,4873,364,373,1731,7341,5237,2104,0.8730418199155429,0.8872756893586218,0.7168763878608438,0.9206273764258555,0.8539240022913882,0.8060757386600084,0.8558527741497692,0.942746605572662,4472,765,167,1937,1983,0.8653555219364599,121,0.12396694214876033
s0_s1__log__peak_rms__pcanone__C0p01__l2__weight_none,s0_s1__log__peak_rms,,0.01,l2,,291,291,0.52,2.2042511999607086,6,False,7341,5237,2104,0.9207192480588475,0.9078966403137663,0.8503683241252302,0.877851711026616,0.9379415696009166,0.8638914873713751,0.9039811078986416,0.957696352583366,4912,325,257,1847,7341,5237,2104,0.919901920719248,0.9098828186543395,0.8423667570009034,0.8864068441064639,0.933358793202215,0.8638258452987494,0.9035454969450134,0.957696352583366,4888,349,239,1865,1983,0.9208270297528997,121,0.17355371900826447
s0_s1__log__peak_rms__pcanone__C0p01__l2__weight_balanced,s0_s1__log__peak_rms,,0.01,l2,balanced,291,291,0.66,2.2830870999605395,7,False,7341,5237,2104,0.9196294782727149,0.9105448781011971,0.8397666068222621,0.8892585551330798,0.9318312010693145,0.8638042474607571,0.9033997082714413,0.9567760944899956,4880,357,233,1871,7341,5237,2104,0.8915679062797984,0.9029614159559322,0.7511520737327189,0.9296577946768061,0.8762650372350582,0.8309260832625318,0.8755592918819176,0.9567760944899956,4589,648,148,1956,1983,0.9324256177508825,121,0.18181818181818182
s0_s1__log__peak_rms__pcanone__C0p03__l1__weight_none,s0_s1__log__peak_rms,,0.03,l1,,291,291,0.5,1.7329981999937445,16,False,7341,5237,2104,0.914044408118785,0.8936931282313402,0.8528988979396263,0.8460076045627376,0.9413786518999427,0.849439274636125,0.8946462410736625,0.9523836318212543,4930,307,324,1780,7341,5237,2104,0.914044408118785,0.8936931282313402,0.8528988979396263,0.8460076045627376,0.9413786518999427,0.849439274636125,0.8946462410736625,0.9523836318212543,4930,307,324,1780,1983,0.8885526979324256,121,0.1487603305785124
s0_s1__log__peak_rms__pcanone__C0p03__l1__weight_balanced,s0_s1__log__peak_rms,,0.03,l1,balanced,291,291,0.68,1.7517244999762625,14,False,7341,5237,2104,0.9124097534395859,0.8943956191358504,0.843764705882353,0.8521863117870723,0.9366049264846286,0.8479545991960274,0.8932205790393224,0.952157015996881,4905,332,311,1793,7341,5237,2104,0.8918403487263316,0.9011620118911141,0.7544677544677545,0.9230038022813688,0.8793202215008593,0.8302693458743052,0.8754505465876924,0.952157015996881,4605,632,162,1942,1983,0.8935955622793746,121,0.17355371900826447
s0_s1__log__peak_rms__pcanone__C0p03__l2__weight_none,s0_s1__log__peak_rms,,0.03,l2,,291,291,0.52,2.6602692999877036,7,False,7341,5237,2104,0.9260318757662444,0.910767137674241,0.8679867986798679,0.875,0.946534275348482,0.8714792899408283,0.9097761755241103,0.9605976159688557,4957,280,263,1841,7341,5237,2104,0.9239885574172456,0.9106145327448522,0.8588672237697307,0.879277566539924,0.9419514989497804,0.868952559887271,0.9077111226143952,0.9605976159688557,4933,304,254,1850,1983,0.9172970247100353,121,0.18181818181818182
s0_s1__log__peak_rms__pcanone__C0p03__l2__weight_balanced,s0_s1__log__peak_rms,,0.03,l2,balanced,291,291,0.66,2.9344751000171527,8,False,7341,5237,2104,0.9231712300776461,0.9124585430081803,0.8509571558796718,0.8873574144486692,0.9375596715676914,0.8687761749651001,0.9072309226135208,0.959637697837339,4910,327,237,1867,7341,5237,2104,0.90546247105299,0.9117046392624577,0.7833601286173634,0.9263307984790875,0.8970784800458278,0.8488675958188153,0.8900433122800717,0.959637697837339,4698,539,155,1949,1983,0.9304084720121029,121,0.18181818181818182
s0_s1__log__peak_rms__pcanone__C0p1__l1__weight_none,s0_s1__log__peak_rms,,0.1,l1,,291,291,0.44,2.956299899960868,20,False,7341,5237,2104,0.9294374063479091,0.9181298830854747,0.866112650046168,0.8916349809885932,0.9446247851823563,0.8786885245901639,0.9144691182305411,0.9639941306773754,4947,290,228,1876,7341,5237,2104,0.9291649639013758,0.9111148663610998,0.8822393822393823,0.8688212927756654,0.9534084399465342,0.8754789272030651,0.9129917004185895,0.9639941306773754,4993,244,276,1828,1983,0.9344427634896622,121,0.19008264462809918
s0_s1__log__peak_rms__pcanone__C0p1__l1__weight_balanced,s0_s1__log__peak_rms,,0.1,l1,balanced,291,291,0.68,2.6934836999862455,19,False,7341,5237,2104,0.9290287426781092,0.9130097449342243,0.8767253688719657,0.8754752851711026,0.9505442046973458,0.8760998810939358,0.9131859527642057,0.9641554027318053,4978,259,262,1842,7341,5237,2104,0.9185397084865822,0.9205858559053706,0.8153266331658291,0.9253802281368821,0.9157914836738591,0.8668744434550312,0.9040947290876726,0.9641554027318053,4796,441,157,1947,1983,0.9193141704488149,121,0.15702479338842976
s0_s1__log__peak_rms__pcanone__C0p1__l2__weight_none,s0_s1__log__peak_rms,,0.1,l2,,291,291,0.53,3.07497900002636,8,False,7341,5237,2104,0.9286200790083095,0.9110173044823648,0.8798076923076923,0.8697718631178707,0.9522627458468589,0.8747609942638623,0.9124233624396088,0.9628389980331524,4987,250,274,1830,7341,5237,2104,0.9272578667756436,0.9126215847897128,0.8692380056444027,0.8783269961977186,0.9469161733817071,0.873758865248227,0.9113340824518976,0.9628389980331524,4959,278,256,1848,1983,0.9127584467977812,121,0.1652892561983471
s0_s1__log__peak_rms__pcanone__C0p1__l2__weight_balanced,s0_s1__log__peak_rms,,0.1,l2,balanced,291,291,0.69,3.6130960999871604,10,False,7341,5237,2104,0.9256232120964446,0.910196377994832,0.8674528301886792,0.8740494296577946,0.9463433263318694,0.8707386363636364,0.9092649005111355,0.9618631977353302,4956,281,265,1839,7341,5237,2104,0.9134995232257186,0.9162002906345679,0.8043928719436386,0.9225285171102662,0.9098720641588696,0.8594199690059774,0.8984753558753449,0.9618631977353302,4765,472,163,1941,1983,0.9162884518406454,121,0.18181818181818182
s0_s1__log__peak_rms__pcanone__C0p3__l1__weight_none,s0_s1__log__peak_rms,,0.3,l1,,291,291,0.47,4.868037700012792,22,False,7341,5237,2104,0.9320256095899742,0.9182378818163535,0.8780028261893547,0.8859315589353612,0.9505442046973458,0.8819493730778329,0.9171105067206478,0.965917778660322,4978,259,240,1864,7341,5237,2104,0.931072061027108,0.9144418625588184,0.8830297219558965,0.8754752851711026,0.9534084399465342,0.879236276849642,0.9155045280550154,0.965917778660322,4993,244,262,1842,1983,0.929399899142713,121,0.17355371900826447
s0_s1__log__peak_rms__pcanone__C0p3__l1__weight_balanced,s0_s1__log__peak_rms,,0.3,l1,balanced,291,291,0.69,6.136124899960123,22,False,7341,5237,2104,0.9306633973573083,0.9147241113428799,0.8803051979017644,0.8773764258555133,0.9520717968302463,0.8788383718162343,0.915137151751071,0.9653521920293671,4986,251,258,1846,7341,5237,2104,0.9203105843890478,0.9204053437409018,0.8225053078556264,0.9206273764258555,0.9201833110559481,0.8688046647230321,0.9057903789231907,0.9653521920293671,4819,418,167,1937,1983,0.9208270297528997,121,0.1652892561983471
s0_s1__log__peak_rms__pcanone__C0p3__l2__weight_none,s0_s1__log__peak_rms,,0.3,l2,,291,291,0.53,3.7511975000379607,13,False,7341,5237,2104,0.9276665304454434,0.9093538063835055,0.879401833092137,0.8664448669201521,0.9522627458468589,0.8728752693320565,0.9111639554656474,0.9637271287729674,4987,250,281,1823,7341,5237,2104,0.9265767606593107,0.9110068676302211,0.8699763593380615,0.8745247148288974,0.9474890204315448,0.8722446077269496,0.9103648729163276,0.9637271287729674,4962,275,264,1840,1983,0.9097327281896117,121,0.15702479338842976
s0_s1__log__peak_rms__pcanone__C0p3__l2__weight_balanced,s0_s1__log__peak_rms,,0.3,l2,balanced,291,291,0.74,3.908698499959428,11,False,7341,5237,2104,0.9254869908731781,0.9045563484739689,0.8810572687224669,0.8555133079847909,0.9535993889631469,0.8680974198215577,0.9080876278035174,0.962720925471074,4994,243,304,1800,7341,5237,2104,0.9145892930118512,0.9158267420830577,0.8091251569694433,0.9187262357414449,0.9129272484246707,0.8604495882483864,0.89945631831695,0.962720925471074,4781,456,171,1933,1983,0.8991427130610187,121,0.14049586776859505
s0_s1__log__peak_rms__pcanone__C1__l1__weight_none,s0_s1__log__peak_rms,,1.0,l1,,291,291,0.52,13.396574700018391,23,False,7341,5237,2104,0.9297098487944422,0.9112124282398348,0.8846899224806202,0.8678707224334601,0.9545541340462097,0.8761996161228407,0.9135610977703799,0.9648009447257049,4999,238,278,1826,7341,5237,2104,0.9290287426781092,0.9127254087797342,0.8774439675727229,0.8745247148288974,0.950926102730571,0.8759819090692692,0.9131364559180903,0.9648009447257049,4980,257,264,1840,1983,0.9122541603630863,121,0.14049586776859505
s0_s1__log__peak_rms__pcanone__C1__l1__weight_balanced,s0_s1__log__peak_rms,,1.0,l1,balanced,291,291,0.71,13.991209900006652,25,False,7341,5237,2104,0.9265767606593107,0.9094430187805256,0.873865265169613,0.8692965779467681,0.949589459614283,0.8715749344770074,0.910084081449281,0.9635165766253718,4973,264,275,1829,7341,5237,2104,0.9125459746628525,0.9124042713770328,0.8076599326599326,0.9120722433460076,0.912736299408058,0.8566964285714286,0.896883795544291,0.9635165766253718,4780,457,185,1919,1983,0.913767019667171,121,0.14049586776859505
s0_s1__log__peak_rms__pcanone__C1__l2__weight_none,s0_s1__log__peak_rms,,1.0,l2,,291,291,0.56,4.748540200002026,22,False,7341,5237,2104,0.9271216455523771,0.9061285468053795,0.8851251840942562,0.8569391634980988,0.95531793011266,0.8708041535860903,0.9100249778460762,0.9635225664709501,5003,234,301,1803,7341,5237,2104,0.9254869908731781,0.9095322311775456,0.8684335068622812,0.872148288973384,0.9469161733817071,0.8702869338392222,0.9090087320892241,0.9635225664709501,4959,278,269,1835,1983,0.9006555723651034,121,0.14049586776859505
s0_s1__log__peak_rms__pcanone__C1__l2__weight_balanced,s0_s1__log__peak_rms,,1.0,l2,balanced,291,291,0.67,5.61281780002173,25,False,7341,5237,2104,0.9234436725241792,0.9098061304798919,0.858271375464684,0.877851711026616,0.9417605499331678,0.8679511278195489,0.9070237127683971,0.9623260494390963,4932,305,257,1847,7341,5237,2104,0.9099577714207874,0.9101637514874783,0.8020092088740058,0.9106463878326996,0.909681115142257,0.8528822612953483,0.8940041888476937,0.9623260494390963,4764,473,188,1916,1983,0.9203227433182047,121,0.18181818181818182
s0_s1__log__peak_rms__pca32__C0p0001__l1__weight_none,s0_s1__log__peak_rms,32.0,0.0001,l1,,291,32,0.51,0.8211557000176981,2,False,7341,5237,2104,0.7127094401307724,0.5070575355524561,0.4774774774774775,0.025190114068441065,0.9889249570364712,0.04785553047404063,0.4393444653252533,0.5545664949093573,5179,58,2051,53,7341,5237,2104,0.3423239340689279,0.5251166023272547,0.29780285035629456,0.9534220532319392,0.09681115142257017,0.45384615384615384,0.31370842440681534,0.5545664949093573,507,4730,98,2006,1983,0.026222894604135148,121,0.008264462809917356
s0_s1__log__peak_rms__pca32__C0p0001__l1__weight_balanced,s0_s1__log__peak_rms,32.0,0.0001,l1,balanced,291,32,0.51,0.944676699989941,2,False,7341,5237,2104,0.69445579621305,0.5582395861996862,0.4393013100436681,0.2390684410646388,0.8774107313347336,0.3096337334564481,0.5567236278582861,0.6620306774479048,4595,642,1601,503,7341,5237,2104,0.49434681923443674,0.5954132938995782,0.3426614481409002,0.8322243346007605,0.358602253198396,0.4854449681175492,0.4941954353174784,0.6620306774479048,1878,3359,353,1751,1983,0.25012607160867373,121,0.05785123966942149
s0_s1__log__peak_rms__pca32__C0p0001__l2__weight_none,s0_s1__log__peak_rms,32.0,0.0001,l2,,291,32,0.59,0.9757434999919496,5,False,7341,5237,2104,0.8726331562457431,0.8636737011655151,0.7458981909970551,0.842680608365019,0.8846667939660111,0.7913412184780183,0.8498417689292356,0.916991630915154,4633,604,331,1773,7341,5237,2104,0.8259092766653044,0.8580800475702646,0.6331399097356544,0.9334600760456274,0.7827000190949016,0.7545140222819823,0.8098234948894082,0.916991630915154,4099,1138,140,1964,1983,0.8819969742813918,121,0.19834710743801653
s0_s1__log__peak_rms__pca32__C0p0001__l2__weight_balanced,s0_s1__log__peak_rms,32.0,0.0001,l2,balanced,291,32,0.63,0.9596482999622822,5,False,7341,5237,2104,0.8624165645007492,0.8593564745874449,0.7195024077046549,0.8521863117870723,0.8665266373878174,0.7802436901653612,0.8400524419496249,0.9143805120192603,4538,699,311,1793,7341,5237,2104,0.7952595014303229,0.8418585020594178,0.5883563657747721,0.9510456273764258,0.7326713767424098,0.726975476839237,0.7815982320449864,0.9143805120192603,3837,1400,103,2001,1983,0.8910741301059002,121,0.21487603305785125
s0_s1__log__peak_rms__pca32__C0p0003__l1__weight_none,s0_s1__log__peak_rms,32.0,0.0003,l1,,291,32,0.53,0.8841707999818027,8,False,7341,5237,2104,0.806702084184716,0.8056640887339355,0.62708719851577,0.8032319391634981,0.8080962383043727,0.7043133986247134,0.7803667569871517,0.8680299978726973,4232,1005,414,1690,7341,5237,2104,0.7730554420378695,0.8102311644768033,0.5656081485919713,0.8973384030418251,0.7231239259117815,0.6938625505328924,0.7567797601149311,0.8680299978726973,3787,1450,216,1888,1983,0.8366111951588502,121,0.256198347107438
s0_s1__log__peak_rms__pca32__C0p0003__l1__weight_balanced,s0_s1__log__peak_rms,32.0,0.0003,l1,balanced,291,32,0.56,0.9106652999762446,6,False,7341,5237,2104,0.8037052172728512,0.7998672795428259,0.624390243902439,0.7908745247148289,0.808860034370823,0.6978402180750681,0.7762377727114975,0.8677093596237941,4236,1001,440,1664,7341,5237,2104,0.7535758071107479,0.8018385286470717,0.5414908579465542,0.9149239543726235,0.6887531029215199,0.6803322141721152,0.7399222857406071,0.8677093596237941,3607,1630,179,1925,1983,0.8245083207261724,121,0.2396694214876033
